Idsig,A1980,A1981,A1982,A1983,A1984,A1985,A1986,A1987,A1988,A1989,A1990,A1991,A1992,A1993,A1994,A1995,A1996,A1997,A1998,A1999,A2000,A2001,A2002,A2003,A2004,A2005,A2006,A2007,A2008,A2009,A2010,A2011,A2012,A2013,A2014,A2015,A2016,A2017,A2018,A2019,A2020,A2021,A2022,A2023,A2024,A2025,A2026,A2027,A2028,A2029,A2030,A2031,A2032,A2033,A2034,A2035,A2036,A2037,A2038,A2039,A2040,A2041,A2042,A2043,A2044,A2045,A2046,A2047,A2048,A2049,A2050,A2051,A2052,A2053,A2054,A2055,A2056,A2057,A2058,A2059,A2060,A2061,A2062,A2063,A2064,A2065,A2066,A2067,A2068,A2069,A2070,A2071,A2072,A2073,A2074,A2075,A2076,A2077,A2078,A2079,A2080,A2081,A2082,A2083,A2084,A2085,A2086,A2087,A2088,A2089,A2090,A2091,A2092,A2093,A2094,A2095,A2096,A2097,A2098,A2099,A2100
13,490.743436,820.068360,695.725535,386.756245,1112.173592,862.788989,809.096400,525.591678,715.818038,555.728202,592.006653,537.040910,688.651891,642.077356,535.850075,547.957992,563.253798,709.870167,497.822676,606.020849,537.498513,698.228449,485.118656,632.219006,499.454509,631.730098,634.182163,692.177957,750.478401,658.535915,515.603317,683.835185,672.312106,720.143245,647.784713,637.913663,691.937407,710.729452,718.499984,605.384235,640.130154,625.577583,691.865575,695.405201,701.557053,692.556442,680.079648,618.071766,675.075685,628.320227,687.723078,620.029750,659.921524,663.946855,716.951694,648.563852,680.548021,685.504557,741.686485,673.952416,672.223259,699.024109,666.179118,678.567202,680.402220,636.708888,655.470536,620.824912,661.708481,647.630537,660.802236,741.611248,689.216900,655.511759,696.795258,609.783270,692.523779,697.029251,659.487047,644.130601,698.217756,667.457631,680.049191,674.743704,657.738649,669.877767,668.594125,640.194906,678.093950,633.874927,661.629394,659.168721,698.824325,697.048080,638.616748,600.865726,674.350609,683.370850,678.499454,684.708233,732.371310,642.115194,609.808800,641.600080,771.716037,631.188638,647.869135,646.546396,716.605110,692.314759,694.277138,640.213845,626.226934,668.926237,705.735543,652.287329,602.950234,663.582164,630.362836,632.757105,711.942861
231,244.693443,422.559971,307.542099,197.896547,468.202337,444.202311,334.495076,277.046234,313.518463,240.414215,287.099446,305.437012,300.462420,337.189061,276.280217,280.451195,306.373716,373.436282,193.533035,290.509334,348.762895,391.385928,287.057843,249.408073,264.008296,303.275620,346.445973,377.297754,413.676803,352.689053,289.202195,336.109990,384.583704,347.164056,288.621028,218.289394,251.576497,250.119282,248.556929,207.485709,231.866522,219.172245,216.386482,215.113502,232.145669,249.145329,213.560829,225.380282,224.114009,206.095153,227.747953,202.053414,235.999884,217.527321,237.120243,216.168924,235.700182,239.477799,248.596210,251.227311,234.918716,246.493134,224.161215,228.976476,247.015525,240.527568,233.391640,221.335491,218.904165,213.622393,247.296595,246.265035,244.123902,242.115818,247.656084,232.011028,253.881268,239.485228,230.996218,223.018979,252.717618,252.291148,228.084351,212.332376,228.947124,246.160027,237.527360,247.563068,244.399567,227.766303,243.878333,208.201260,229.123658,257.362412,248.342488,216.316712,252.967192,230.838130,222.019550,242.489947,253.664921,223.453062,218.942367,216.917634,261.409162,224.710790,236.005267,232.791794,253.220659,262.996476,239.132657,234.758932,250.517497,243.480409,246.370994,223.625865,221.509159,248.074419,230.640850,217.893162,272.132465
91,419.541955,699.975324,583.745454,338.932507,952.159554,820.939196,666.717794,458.777678,619.386740,520.151666,540.627450,485.098359,585.797295,592.929263,480.420410,454.140260,499.363712,658.287763,421.432329,527.701705,474.994954,619.830979,469.678033,497.241495,448.181983,551.609226,535.524416,603.331472,647.313894,627.370827,478.548689,624.051246,623.191467,664.325632,604.930396,594.154020,646.091644,662.090004,675.247145,561.067588,606.687698,590.327080,641.497664,652.598220,646.058896,648.333600,634.388248,573.033971,622.878336,573.296033,626.530969,569.974805,620.766676,619.729043,675.737272,597.578570,641.495975,650.318703,688.618698,632.960063,613.857308,643.409098,629.502094,648.573273,644.917248,603.734689,603.183635,568.847202,607.386833,604.206470,622.370956,698.885360,639.330237,610.189516,669.135214,566.807145,651.057754,644.660222,611.909182,581.988478,650.415930,634.353670,630.548723,622.840926,603.405030,638.103409,611.539066,583.679018,649.866225,576.510658,628.223477,606.939621,648.677206,648.845346,603.785329,551.058260,617.804208,625.751781,625.053943,623.361571,666.579938,600.710320,578.926211,598.756816,725.609801,582.209932,605.029061,601.442709,678.770968,651.003659,634.603946,595.746917,590.994845,597.378453,678.109420,610.213208,540.274890,622.624450,584.461048,602.229812,659.967197
19,242.980215,413.978650,336.009538,253.740329,514.611898,492.278617,352.299115,291.212335,344.500816,282.656215,372.906153,379.668798,348.907975,370.199676,280.323881,285.565951,354.689739,459.849090,271.788617,406.191578,280.748906,401.796071,265.314909,264.332304,280.491143,376.639708,363.088731,389.723380,312.045477,531.544591,287.949098,406.091097,358.409601,380.129402,357.452663,277.150060,294.703667,309.963813,335.012284,241.942560,280.087587,291.395867,287.448519,312.888145,297.850453,300.793350,284.644415,273.323533,283.158400,243.200470,270.631318,233.620042,298.540930,274.698235,322.939742,272.787633,324.790127,309.013721,300.001710,280.955425,269.763508,285.216106,309.372177,302.180752,312.115783,288.124627,286.443688,276.897107,281.705476,262.885905,291.903629,304.796258,277.372178,295.247280,307.393766,254.214630,311.126813,309.936838,278.319994,260.171581,312.428843,306.553330,267.178332,282.838167,285.153626,286.851702,252.090371,265.493329,298.908587,258.901138,302.045064,259.621573,287.804583,318.965355,309.725099,247.249990,280.193356,286.199298,251.357374,262.955634,286.783980,256.029884,280.228880,264.268131,314.952979,242.829637,277.429609,271.620595,322.766559,295.156321,256.162670,250.734923,286.735991,247.688405,327.193709,284.314834,237.308692,267.242957,245.574858,284.929568,338.009984
82,117.703062,283.978444,201.381855,105.728560,485.820065,351.162047,283.817339,224.444703,205.870376,126.582624,184.277832,192.515530,219.331356,257.520837,187.000927,171.656754,202.756590,292.241292,106.055512,272.071145,196.656771,375.650109,226.074648,204.916664,195.394081,301.360432,267.654281,230.412019,234.491914,234.495465,197.470562,338.248823,307.784348,281.799002,220.702057,186.133198,202.693470,220.699292,235.261218,163.599090,182.057027,198.605920,190.694214,230.168442,199.235029,203.758377,184.496795,210.613182,205.922999,151.453070,181.120695,146.939266,191.684789,178.348518,216.931940,184.723936,217.675703,197.031601,198.121348,176.275344,173.701068,193.846101,205.288322,199.877011,196.338059,196.512699,188.701232,163.133225,187.614129,161.874566,207.927732,215.705301,182.932604,192.242260,215.691294,171.522926,192.340191,210.667477,169.492734,158.355504,215.789541,212.549423,182.426829,197.616921,185.044973,217.182000,170.122705,176.208655,189.508304,155.071648,205.643583,164.486326,190.362548,195.957422,198.240258,171.934156,180.796356,189.492140,164.237830,164.957001,192.682954,169.737878,168.394860,183.129259,212.523820,163.265332,164.852701,191.850380,201.306014,185.584881,162.766489,169.562735,188.420946,173.782589,224.319484,180.181335,171.715085,169.765679,161.047263,182.218300,212.714036
92,293.970097,455.475251,348.114168,221.315514,513.591581,468.709269,379.049883,323.784054,332.638547,303.645491,338.406858,326.047090,329.522081,380.432762,331.324708,339.437484,373.864620,441.481583,232.201686,339.708853,419.439948,391.612024,307.266676,296.712926,311.724203,323.184052,381.878393,439.445835,473.045671,406.674712,335.749174,339.151988,427.843242,379.885780,300.127304,263.899712,296.018214,289.851389,287.455844,253.566644,278.892352,260.766744,266.810038,255.434383,276.953631,295.861879,253.744359,268.994887,264.560690,253.769035,274.687989,248.703116,283.365525,262.971598,278.049854,255.543798,277.650979,286.418646,296.031996,299.170853,278.753473,294.064104,265.264456,272.293735,296.474025,283.771790,279.689852,276.772188,265.101691,255.303494,290.743383,302.063436,296.114598,282.916476,288.979726,282.963937,314.973167,283.346716,274.333944,266.029457,299.419031,290.503083,275.964522,248.093455,279.054261,290.548262,284.517822,298.516567,298.024907,279.605631,288.742932,264.953602,272.283859,313.435291,298.251127,263.688350,304.017475,281.018281,272.073153,291.466164,310.499199,273.032928,274.895480,258.538280,313.835149,264.198676,287.694217,277.390998,307.076825,315.072509,297.715814,286.713786,304.625614,302.258307,291.387444,277.585493,263.414243,304.586633,274.166248,263.858371,323.760708
67,253.463862,474.499417,371.978545,216.134533,641.936547,471.418423,369.326990,286.833883,334.140071,268.270618,325.524241,370.073247,423.994329,351.298292,265.021673,362.687313,312.950162,438.667076,218.524344,321.368178,319.679728,448.626366,291.555521,329.591733,262.733320,353.196914,371.657441,431.283621,427.293814,425.243325,308.730493,404.494141,446.422257,388.415510,396.621472,316.680999,330.008454,342.920230,354.573157,273.412439,318.355836,313.077391,314.397314,299.633221,323.695983,337.720035,301.619240,293.419700,308.224705,279.745177,309.591110,275.559878,336.487938,297.672060,342.910077,299.141719,342.676295,332.927446,334.835299,352.692472,316.107362,305.164872,318.190680,317.042902,327.775634,317.851200,330.109800,320.130114,324.452396,291.342320,335.793949,322.362767,316.989297,329.952258,324.273562,294.957315,354.448592,319.434147,323.475983,314.185903,336.245834,324.377579,302.335439,295.757125,313.400918,301.191712,308.300376,317.221494,312.104195,300.934225,333.357438,294.411986,322.985637,368.136707,348.368998,290.495351,333.718896,306.632111,287.184050,322.756104,328.958127,317.416213,309.745772,293.061637,354.378508,288.160502,315.364437,310.807890,348.243450,364.930466,319.220861,333.366786,329.971276,315.428803,359.985698,321.863915,288.917136,317.034973,304.511254,291.273591,384.988007
18,288.685951,509.316438,420.260452,278.132541,618.177196,573.542841,409.739243,367.149832,410.850555,329.429509,407.347164,404.354838,414.139921,426.627643,311.728114,319.290265,395.161090,497.972346,319.780339,422.401207,341.624493,470.167526,324.852196,328.236459,310.059909,413.172345,419.477308,463.894249,373.757030,561.150067,314.597146,455.317848,427.286689,427.308456,394.797628,321.499255,344.902865,360.187350,378.815604,288.370149,330.252644,330.588021,339.400617,339.053831,348.423184,347.080303,328.018466,309.102014,330.108006,298.985697,321.248534,279.272531,350.521233,318.564244,361.331465,312.301776,365.003682,357.387714,360.674978,341.689654,324.121956,328.053079,345.224198,346.649071,354.341894,335.558267,333.454165,330.569200,323.530925,310.213051,336.886840,352.900034,333.673956,338.623778,353.037750,301.077362,367.324546,346.369961,335.915302,313.021926,351.345132,341.178984,320.218393,315.378466,325.161879,331.485603,313.111270,318.350836,341.862622,309.927084,343.801588,305.366071,340.128925,373.755162,349.438482,283.636344,334.864944,324.046696,308.132468,321.157155,335.355467,315.464347,330.208450,300.355864,371.255174,294.767109,330.795794,315.302113,371.343979,357.051589,318.048712,311.051951,333.313358,304.706133,366.178099,338.887898,280.622352,321.766653,302.078437,317.448990,385.985361
111,1542.311073,1721.615094,1897.928905,1572.350067,1662.729273,1480.237702,1604.472958,1569.187890,1208.562741,1361.304157,1562.098988,1359.532387,2009.159234,1238.067204,1451.715188,1588.952274,1527.985501,1603.492658,1512.028372,1398.438674,1251.627096,1428.719643,1248.818436,1322.082001,1440.813731,1327.402629,1538.823675,1647.537922,1603.948110,1698.167354,1171.485134,1243.567559,1508.187754,1463.946299,1664.926071,1267.452732,1309.592299,1191.026824,1069.956331,1061.409004,1320.292704,1195.147872,1314.418782,1243.569409,1203.524249,1376.034827,1212.489219,1308.758992,1209.201425,1419.997745,1233.595328,1251.109751,1287.929195,1225.434183,1196.051597,1116.966139,1169.553562,1215.544586,1209.055137,1192.358777,1284.582155,1227.048836,1305.702283,1209.121768,1191.202418,1081.568278,1247.367205,1240.085398,1311.216729,1167.657502,1205.185004,1333.331796,1050.421366,1167.074304,1243.784914,1114.990521,1182.688034,1108.212700,1228.299951,1261.956649,1175.463667,1145.577446,1185.044016,1064.170469,1106.670825,976.296258,1201.839053,1224.358352,1112.740898,1144.272628,1061.546267,1256.706515,1106.936798,1176.152954,989.257254,1008.735486,1246.643941,1341.980830,1066.083963,1003.592542,1190.114679,949.929940,1030.954470,1030.008418,1215.107079,1237.063671,1024.365756,1156.881562,1085.444741,1129.641153,1068.468461,1077.580059,946.241209,1241.186621,1067.731696,1022.308754,1152.732993,1187.719119,1037.168075,1033.419700,1025.300033
267,705.646284,971.974786,987.702608,856.371719,1130.655325,821.546640,834.349484,803.243096,649.782951,735.399950,640.446764,633.895345,1018.959988,525.584823,649.336804,647.640136,771.585537,782.700535,764.947789,688.468028,782.023774,706.670508,649.087578,860.400788,682.206290,781.885401,844.385481,721.796673,965.833987,612.035078,554.987922,689.164564,901.420461,627.042439,852.999034,715.128421,708.025460,710.163069,758.001159,685.735877,736.463985,568.583499,745.509123,719.950177,719.895510,770.546911,706.039881,643.723590,737.938012,745.898244,717.819153,714.954340,729.078430,661.521578,754.776772,717.105916,671.786488,614.900529,752.663673,721.148817,793.752245,661.945509,745.220833,724.164610,694.183304,641.315062,696.882665,721.108434,835.647536,752.073838,715.893331,798.009230,687.038447,778.735852,666.118486,705.112014,737.363155,705.421038,771.961158,753.337263,789.373382,624.314043,684.391212,561.401925,623.765747,596.864153,683.004692,660.901378,666.909937,733.222771,666.395394,805.861424,726.825744,772.362096,692.487711,678.643047,648.144389,760.855533,623.608274,684.013681,662.331179,583.736047,636.067448,660.286562,785.366634,782.066053,620.330512,741.069961,690.741294,707.274530,717.747443,628.463439,666.423525,754.816664,628.469773,686.565950,757.629005,726.813405,677.115118,722.291848,729.632281
283,1650.111311,2339.801383,2125.292587,1854.053619,1790.623534,1499.508636,1886.210171,1907.526331,1227.331086,1485.238535,1701.109265,1593.865732,2459.950539,1294.619965,1383.267910,1465.927380,1676.525823,1719.658465,1589.931699,1385.043483,1467.961373,1519.777699,1596.248800,1667.540895,1348.143171,1524.899527,1538.309392,1891.002363,1689.419101,1772.341706,1338.030923,1356.837558,1968.810941,1535.729669,2031.394196,1788.205361,1723.700126,1591.456251,1603.225512,1559.918097,1644.424324,1391.540357,1610.875910,1498.486164,1601.237934,1642.727664,1596.095530,1705.632753,1552.658280,1901.288417,1641.318935,1736.974647,1611.437983,1669.580879,1562.309421,1481.541596,1499.893777,1474.100348,1695.128672,1705.074178,1781.021087,1585.639495,1708.603495,1500.859372,1591.478986,1442.647112,1650.297315,1695.368542,1835.670125,1459.778775,1543.565344,1772.648426,1770.807026,1675.559045,1543.275464,1548.468884,1665.692616,1691.521045,1643.607892,1676.068987,1768.775081,1882.577978,1706.323167,1154.964592,1695.029566,1420.352879,1802.610044,1543.710310,1459.864681,1629.493941,1502.288456,1644.032998,1444.173430,1503.507687,1297.789597,1328.154633,1614.069205,1971.609394,1443.470414,1367.566944,1540.187666,1546.334139,1427.813706,1590.219786,1714.317432,1549.629867,1478.885667,1541.748165,1448.716992,1403.459579,1556.866063,1322.439812,1474.111761,1545.921954,1490.137405,1399.708941,1602.528922,1531.660884,1442.396612,1488.284076,1699.621021
185,1007.396210,1511.350102,1451.079040,1372.034065,1341.062910,1215.001311,1518.372523,1363.889007,878.543915,1080.227948,982.293993,991.404852,1672.823185,982.822867,902.727422,728.856812,1074.370435,1142.192463,1118.158112,843.633579,1206.709841,1086.689051,949.971531,992.883901,848.170238,1116.906138,1018.454688,1260.213829,1266.809695,1004.528726,714.822028,747.939518,1082.809308,952.129605,1165.817274,924.605626,941.475512,858.839343,934.355130,883.740507,926.008252,749.574748,910.912233,918.565543,868.154607,870.855432,923.338742,941.801882,836.944122,1020.005178,932.812724,965.682277,896.526308,911.343687,929.906380,860.581989,844.352160,843.353915,963.319410,999.148005,1025.209239,872.034776,925.237249,814.075484,880.063297,793.846685,956.248832,934.515680,1003.171081,832.829602,887.197795,1000.013143,1014.961183,959.543865,808.351543,881.324690,969.566268,936.448923,901.727133,987.296389,951.157775,1011.412888,974.025003,701.734397,936.199738,830.280538,989.854785,898.218465,837.203521,902.922223,933.855998,928.183733,936.966352,818.802154,784.423628,781.474446,974.907006,1089.137765,890.760500,805.587105,862.897467,855.733212,765.964768,937.806959,982.725985,863.222504,812.121507,862.674155,854.415264,825.053596,835.445838,764.641072,842.630781,881.423624,873.113638,813.092104,911.965912,901.123297,876.480892,827.881371,977.529073
96,680.550000,1020.773000,956.550000,679.440000,1148.764000,770.300000,762.010000,639.515000,503.705900,630.214000,469.340000,555.124000,837.264000,426.476000,630.114000,624.573000,694.515000,724.061000,721.373000,671.963800,702.010000,617.997000,624.898000,713.446000,525.511000,629.541000,626.060000,658.800000,904.624000,613.610000,483.010000,563.907800,731.854000,548.636000,643.204000,607.083698,655.273632,612.071936,712.279223,601.844403,645.752508,547.095979,650.676063,669.128541,554.038768,708.487150,640.897965,609.828507,673.792036,688.437192,631.293742,635.491131,662.946956,601.044215,670.451790,580.664172,599.272764,567.882559,634.245107,638.496348,708.964659,659.996200,676.243807,665.044818,619.172750,562.920368,661.237664,638.104328,710.730320,666.009454,645.181844,638.532344,644.141274,638.243156,632.333931,599.958265,668.825074,601.053442,682.972014,704.337601,672.470141,591.303080,633.376822,514.061042,550.592603,511.126009,613.177714,677.475674,562.796369,672.758890,631.792872,687.592485,630.014584,648.751285,611.960872,610.815443,621.282340,663.455015,599.165337,632.381245,668.503514,554.925505,563.003974,607.034897,733.189613,660.123385,541.810342,615.528895,637.335127,658.718286,591.082466,532.415050,528.211853,661.783569,579.541576,612.794813,699.825802,637.626570,645.804884,618.761237,637.324619
142,856.259793,1182.381470,1207.514023,1054.067635,1223.707435,914.887587,1017.028542,1011.563519,821.634168,909.349250,881.765044,885.375636,1295.521095,665.036613,931.355223,835.578545,883.460067,1029.463558,993.919472,792.830880,1000.402995,951.706793,797.810130,1027.436118,931.204822,1016.381158,1007.772432,1000.883822,1051.247566,957.933702,739.941470,847.157293,1091.604090,928.128031,1151.384380,870.800100,844.135585,840.808935,827.783962,806.361439,883.376444,758.317743,884.712887,854.263562,855.946863,871.170338,821.653528,870.219890,798.270345,858.089219,935.966747,939.823673,875.950312,842.077865,883.536038,851.171544,790.079707,759.561507,890.755838,903.955983,917.882889,801.183638,875.129239,888.137805,809.748797,785.511161,824.410530,873.939654,937.867514,825.772106,864.348867,915.836642,922.061570,929.798401,714.279159,822.889185,846.770432,835.962038,893.515845,872.774485,849.622697,768.416743,825.249809,748.232960,769.489889,768.233362,889.647074,817.132561,802.640005,825.618778,858.017208,882.466554,861.713005,827.254609,773.255624,815.132283,813.067096,912.780563,800.466807,800.983243,837.931859,725.149989,703.459620,828.569855,951.424890,873.033439,716.862067,832.188043,818.065170,811.908094,735.075665,797.148533,790.015644,894.251232,827.736857,774.739361,909.219533,808.446641,771.619942,826.579025,825.924112
312,1336.992240,2038.024176,1837.787161,1704.998329,1540.692264,1203.186305,1675.368349,1824.580460,953.809547,1412.459099,1485.540968,1510.089591,2319.026473,1174.015132,1219.663106,1188.029453,1464.447281,1539.966595,1275.376107,957.881129,1321.362109,1319.099623,1262.200134,1412.825281,1271.747350,1469.924002,1329.542380,1576.154279,1357.097940,1425.436383,1128.767020,1032.785144,1668.914315,1321.844218,1729.296473,1406.119951,1375.897128,1238.357181,1298.156107,1294.057958,1330.833038,1124.708428,1291.681808,1245.750218,1334.463035,1216.851945,1304.153574,1413.419681,1209.160737,1471.459169,1363.958397,1386.036873,1285.873704,1304.042558,1305.401180,1177.577679,1200.448097,1182.563163,1349.174999,1418.560780,1458.108142,1205.015535,1348.021845,1149.923512,1228.134662,1145.062641,1301.509123,1327.878044,1450.636751,1169.561939,1223.556455,1429.107719,1450.213845,1398.592036,1155.888859,1263.383187,1316.337816,1316.306903,1289.800067,1352.030077,1383.625217,1525.487897,1402.579802,933.138509,1339.580204,1185.045037,1485.732641,1170.530715,1211.321413,1301.034486,1253.829141,1305.384728,1218.578149,1151.360677,1043.767844,1038.233263,1348.778944,1574.129809,1186.252869,1093.160225,1192.436509,1252.074665,1114.513246,1297.591761,1357.069403,1193.989087,1178.536042,1282.812563,1193.287752,1096.527758,1190.333772,1077.291802,1250.861690,1200.620651,1235.897705,1121.991591,1243.629795,1259.472216,1141.271267,1183.293581,1381.141177
113,1417.805568,2033.503216,1841.698016,1502.564503,1586.893096,1328.564888,1571.333036,1550.423958,1153.413497,1287.381265,1353.673611,1343.931108,1993.846059,1182.114106,1213.561221,1347.528597,1328.998908,1445.947341,1367.769728,1260.393886,1296.022202,1426.654481,1341.622712,1416.855994,1173.736719,1381.771056,1311.208093,1630.862034,1537.312627,1572.214786,1184.992507,1326.514086,1624.748113,1273.746948,1732.399150,1615.056190,1553.095203,1552.255356,1512.287916,1470.607209,1479.250281,1369.862237,1534.969165,1512.936812,1471.826050,1612.962779,1551.792194,1470.196379,1568.324120,1644.738504,1551.404054,1551.066413,1518.155147,1545.098821,1433.627796,1475.091124,1438.591829,1373.725632,1647.911609,1605.141777,1588.171394,1467.120467,1599.151500,1474.071252,1460.322314,1373.678401,1528.813140,1516.855530,1510.075959,1446.406077,1503.039332,1594.972940,1605.575132,1531.521894,1432.497515,1506.938137,1478.880667,1511.692776,1473.123470,1479.007721,1555.484090,1475.915617,1552.860118,1328.959977,1448.836453,1512.184441,1587.670636,1512.242112,1353.837653,1628.920053,1483.599929,1601.602806,1487.721886,1455.854030,1287.743394,1355.678623,1526.767553,1539.303152,1397.508876,1469.970160,1572.142964,1334.054090,1403.552411,1392.978654,1624.558530,1414.732898,1361.962584,1406.984653,1487.219717,1414.278035,1316.475042,1370.928497,1379.054185,1523.235657,1507.341241,1364.113610,1538.137175,1461.515868,1396.330857,1419.082534,1535.157034
145,1341.700520,1644.834181,1703.166802,1353.327878,1531.461756,1339.663465,1472.272640,1396.517787,1131.708403,1313.512574,1433.367524,1248.657910,1812.269741,1056.352211,1436.359051,1418.017942,1411.549068,1397.357919,1359.451469,1201.068203,1161.704273,1330.991462,1169.578420,1278.675110,1252.982125,1292.513723,1462.782628,1460.404604,1622.827190,1497.286839,1094.388752,1202.681875,1379.332396,1366.833852,1581.082220,1129.810337,1226.815976,1055.211831,948.463815,1004.674430,1283.457604,1111.885722,1277.057609,1169.941455,1033.870772,1332.478981,1136.955118,1221.858236,1206.526836,1397.341899,1186.094233,1164.174702,1172.695895,1152.621199,1060.448867,1057.339863,1102.892793,1139.107235,1113.913011,1059.327127,1201.129103,1250.929353,1278.528472,1118.245620,1139.145078,1045.885368,1196.703019,1171.664193,1306.159021,1033.209785,1099.811329,1185.973529,873.171178,1043.051243,1232.635918,1044.096691,1062.980132,1061.763898,1343.618538,1193.870108,1032.195724,1072.386545,1005.077774,1029.532448,1011.062541,840.400425,1179.268565,1188.634213,983.640110,1055.840661,987.800910,1277.551843,1005.461536,1111.199212,927.033376,984.536412,1208.722005,1275.125846,920.004859,980.244923,1249.465724,876.213644,967.939831,951.594524,1239.138891,1212.070294,961.373207,1091.108253,1049.460382,1084.147225,979.375149,993.060958,772.170579,1223.204361,946.259115,988.018533,1164.801062,1173.732117,1050.162568,913.989031,880.486507
300,1184.446346,1762.086236,1588.544589,1509.273638,1435.738809,1204.240550,1615.831831,1630.587853,907.164699,1246.259909,1232.969394,1263.791218,1989.121378,1013.052223,1097.054910,924.702802,1196.010670,1281.323879,1123.534208,890.803248,1186.813567,1171.551096,1033.540370,1154.634126,1025.340982,1210.113787,1133.040525,1387.273185,1296.252108,1243.462778,1016.331992,919.692448,1446.288027,1216.063628,1530.416103,1197.481400,1201.057650,1048.043140,1137.202280,1124.356604,1198.639585,942.707562,1133.908279,1097.064692,1163.584359,1061.063079,1128.010250,1243.296505,1014.584042,1314.311595,1207.013630,1228.238637,1137.035637,1123.076175,1165.583732,1007.813414,1019.891155,1062.169646,1166.498977,1237.212148,1295.958443,1065.922299,1173.389692,997.046314,1062.118568,986.503984,1138.656096,1174.533068,1326.865308,988.022448,1069.763645,1264.437649,1256.162966,1210.768409,1034.845019,1075.150276,1174.767015,1158.354026,1148.875670,1184.807478,1227.632455,1379.693727,1235.129664,777.986128,1212.895721,1002.879246,1321.635295,1029.688194,1020.924635,1139.149522,1112.060747,1138.940443,1049.700311,1004.364686,915.768128,902.072591,1184.992943,1409.955699,1046.681242,909.403963,1027.398233,1084.593271,975.492336,1139.269018,1199.204807,1039.066445,1042.357763,1126.697645,1029.390036,950.561673,1052.975636,950.788205,1061.495733,1078.596722,1037.836787,1012.855101,1074.306690,1107.770606,1030.728399,1047.999248,1210.468129
308,1198.757953,1734.565838,1504.307790,1349.128369,1400.382799,1151.039705,1393.803193,1406.365594,863.212171,1157.679959,1087.419547,1164.379102,1726.523542,841.361151,1105.473826,870.280549,1117.567133,1243.551512,1072.586925,970.306051,1098.294629,1082.888723,931.630017,1166.016149,1030.992804,1141.108437,1159.333004,1312.565797,1276.096739,1349.226604,999.682572,931.538289,1348.596109,1142.039048,1459.892614,1113.146617,1157.328463,1031.912896,1051.295743,1080.897600,1120.217395,934.256350,1116.546324,1075.122705,1134.902720,1083.557873,1050.779587,1170.397960,1013.294374,1243.229340,1172.005833,1155.958197,1140.752543,1021.252329,1129.400382,978.666305,970.921444,1045.774949,1093.039931,1145.213712,1199.868993,1068.084094,1110.943243,1046.886809,990.924010,938.458650,1063.419286,1120.542515,1263.999562,948.719593,1049.148124,1180.631195,1059.682940,1152.997963,1029.218186,979.989571,1091.468905,1037.867082,1107.053895,1115.876368,1151.902166,1153.726458,1117.341895,797.544067,1127.145890,922.869840,1214.071926,989.529403,932.801088,1104.323555,1065.419351,1078.541242,999.693934,1015.024617,901.529994,895.885290,1106.633197,1283.384736,986.780638,869.445515,1015.338757,955.812334,934.150078,1022.796587,1160.754374,1037.016758,978.726157,1084.875646,996.792977,961.364589,975.194146,950.099673,933.673243,1072.844988,955.189328,991.647007,1046.051277,1050.317585,996.534222,1035.143718,1091.692266
187,702.958379,999.041974,978.223762,765.832272,1144.569456,797.464795,807.541961,723.775272,582.347476,691.399823,554.930534,595.445506,929.661042,474.593844,649.542389,644.781112,733.826153,761.124593,751.148865,682.650066,751.001165,669.490011,641.601228,781.947880,611.653377,706.484051,728.996503,697.476613,937.069508,618.747253,524.186760,624.194488,812.672949,597.091032,750.630089,663.022587,688.877869,664.042914,741.029354,647.280926,690.744910,562.510824,703.015014,699.547640,641.182404,743.521363,676.652376,637.670804,709.417617,722.717691,682.364402,684.363752,702.706068,641.239540,713.589045,653.947081,639.446132,593.551803,695.922351,686.800718,755.719064,664.937320,717.881247,699.707057,662.026789,606.712123,684.686556,683.832844,775.203497,712.022806,687.671471,722.313094,671.731862,709.720999,649.439274,653.001364,707.821051,659.303009,730.505226,735.273208,731.514236,611.265740,664.383854,543.484413,593.464016,562.943379,654.143165,674.969725,618.879582,707.343972,659.557781,745.345651,687.756488,711.664748,655.287681,645.717209,640.350389,719.125922,621.299007,660.401200,670.322551,572.516570,601.686012,640.981495,760.135286,722.926356,588.140184,681.158132,664.897438,687.817101,654.774757,585.514556,598.977716,710.772112,612.278980,650.224694,737.656184,680.814981,666.867529,673.501446,686.723583
